date,medicament,conso_jour,livraison,stock_fin,alerte_rupture,jours_stock
2024-07-07,Insuline,99997,0,-99997,True,-1.0
2024-07-08,Paracétamol_1g,4648,0,127254,False,27.4
2024-07-08,Antibiotiques,3361,0,-3361,True,-1.0
2024-07-08,Morphine_IV,730,0,-730,True,-1.0
2024-07-08,Heparine,11133,0,-11133,True,-1.0
2024-07-08,Insuline,101984,0,-101984,True,-1.0
2024-07-09,Paracétamol_1g,4604,16200,138850,False,30.2
2024-07-09,Antibiotiques,2999,2916,-83,True,-0.0
2024-07-09,Morphine_IV,712,648,-64,True,-0.1
2024-07-09,Heparine,9944,9720,-224,True,-0.0
2024-07-09,Insuline,107644,19440,-88204,True,-0.8
2024-07-10,Paracétamol_1g,4544,0,134306,False,29.6
2024-07-10,Antibiotiques,3320,0,-3320,True,-1.0
2024-07-10,Morphine_IV,703,0,-703,True,-1.0
2024-07-10,Heparine,11344,0,-11344,True,-1.0
2024-07-10,Insuline,110935,0,-110935,True,-1.0
2024-07-11,Paracétamol_1g,4389,16200,146117,False,33.3
2024-07-11,Antibiotiques,3421,2916,-505,True,-0.1
2024-07-11,Morphine_IV,769,648,-121,True,-0.2
2024-07-11,Heparine,11478,9720,-1758,True,-0.2
2024-07-11,Insuline,103443,19440,-84003,True,-0.8
2024-07-12,Paracétamol_1g,4023,0,142094,False,35.3
2024-07-12,Antibiotiques,3512,0,-3512,True,-1.0
2024-07-12,Morphine_IV,672,0,-672,True,-1.0
2024-07-12,Heparine,10745,0,-10745,True,-1.0
2024-07-12,Insuline,108318,0,-108318,True,-1.0
2024-07-13,Paracétamol_1g,4359,0,137735,False,31.6
2024-07-13,Antibiotiques,3168,0,-3168,True,-1.0
2024-07-13,Morphine_IV,706,0,-706,True,-1.0
2024-07-13,Heparine,10903,0,-10903,True,-1.0
2024-07-13,Insuline,103709,0,-103709,True,-1.0
2024-07-14,Paracétamol_1g,4092,0,133643,False,32.7
2024-07-14,Antibiotiques,2963,0,-2963,True,-1.0
2024-07-14,Morphine_IV,709,0,-709,True,-1.0
2024-07-14,Heparine,10910,0,-10910,True,-1.0
2024-07-14,Insuline,104356,0,-104356,True,-1.0
2024-07-15,Paracétamol_1g,4526,0,129116,False,28.5
2024-07-15,Antibiotiques,3223,0,-3223,True,-1.0
2024-07-15,Morphine_IV,685,0,-685,True,-1.0
2024-07-15,Heparine,10641,0,-10641,True,-1.0
2024-07-15,Insuline,109455,0,-109455,True,-1.0
2024-07-16,Paracétamol_1g,4897,16200,140419,False,28.7
2024-07-16,Antibiotiques,3419,2916,-503,True,-0.1
2024-07-16,Morphine_IV,735,648,-87,True,-0.1
2024-07-16,Heparine,12106,9720,-2386,True,-0.2
2024-07-16,Insuline,114442,19440,-95002,True,-0.8
2024-07-17,Paracétamol_1g,4393,0,136026,False,31.0
2024-07-17,Antibiotiques,3301,0,-3301,True,-1.0
2024-07-17,Morphine_IV,728,0,-728,True,-1.0
2024-07-17,Heparine,9983,0,-9983,True,-1.0
2024-07-17,Insuline,101533,0,-101533,True,-1.0
2024-07-18,Paracétamol_1g,4664,16200,147562,False,31.6
2024-07-18,Antibiotiques,3483,2916,-567,True,-0.2
2024-07-18,Morphine_IV,708,648,-60,True,-0.1
2024-07-18,Heparine,10572,9720,-852,True,-0.1
2024-07-18,Insuline,107580,19440,-88140,True,-0.8
2024-07-19,Paracétamol_1g,4243,0,143319,False,33.8
2024-07-19,Antibiotiques,3572,0,-3572,True,-1.0
2024-07-19,Morphine_IV,678,0,-678,True,-1.0
2024-07-19,Heparine,10383,0,-10383,True,-1.0
2024-07-19,Insuline,119186,0,-119186,True,-1.0
2024-07-20,Paracétamol_1g,4430,0,138889,False,31.4
2024-07-20,Antibiotiques,3144,0,-3144,True,-1.0
2024-07-20,Morphine_IV,710,0,-710,True,-1.0
2024-07-20,Heparine,9857,0,-9857,True,-1.0
2024-07-20,Insuline,104761,0,-104761,True,-1.0
2024-07-21,Paracétamol_1g,4430,0,134459,False,30.4
2024-07-21,Antibiotiques,3044,0,-3044,True,-1.0
2024-07-21,Morphine_IV,642,0,-642,True,-1.0
2024-07-21,Heparine,10373,0,-10373,True,-1.0
2024-07-21,Insuline,100487,0,-100487,True,-1.0
2024-07-22,Paracétamol_1g,4530,0,129930,False,28.7
2024-07-22,Antibiotiques,3120,0,-3120,True,-1.0
2024-07-22,Morphine_IV,699,0,-699,True,-1.0
2024-07-22,Heparine,10809,0,-10809,True,-1.0
2024-07-22,Insuline,105664,0,-105664,True,-1.0
2024-07-23,Paracétamol_1g,4748,16200,141381,False,29.8
2024-07-23,Antibiotiques,3201,2916,-285,True,-0.1
2024-07-23,Morphine_IV,736,648,-88,True,-0.1
2024-07-23,Heparine,11476,9720,-1756,True,-0.2
2024-07-23,Insuline,103389,19440,-83949,True,-0.8
2024-07-24,Paracétamol_1g,4729,0,136653,False,28.9
2024-07-24,Antibiotiques,3359,0,-3359,True,-1.0
2024-07-24,Morphine_IV,754,0,-754,True,-1.0
2024-07-24,Heparine,11240,0,-11240,True,-1.0
2024-07-24,Insuline,111560,0,-111560,True,-1.0
2024-07-25,Paracétamol_1g,4281,16200,148572,False,34.7
2024-07-25,Antibiotiques,3251,2916,-335,True,-0.1
2024-07-25,Morphine_IV,702,648,-54,True,-0.1
2024-07-25,Heparine,12082,9720,-2362,True,-0.2
2024-07-25,Insuline,113548,19440,-94108,True,-0.8
2024-07-26,Paracétamol_1g,4594,0,143978,False,31.3
2024-07-26,Antibiotiques,3225,0,-3225,True,-1.0
2024-07-26,Morphine_IV,751,0,-751,True,-1.0
2024-07-26,Heparine,10964,0,-10964,True,-1.0
2024-07-26,Insuline,108244,0,-108244,True,-1.0
2024-07-27,Paracétamol_1g,4418,0,139560,False,31.6
2024-07-27,Antibiotiques,2881,0,-2881,True,-1.0
2024-07-27,Morphine_IV,774,0,-774,True,-1.0
2024-07-27,Heparine,9962,0,-9962,True,-1.0
2024-07-27,Insuline,100448,0,-100448,True,-1.0
2024-07-28,Paracétamol_1g,4229,0,135332,False,32.0
2024-07-28,Antibiotiques,3421,0,-3421,True,-1.0
2024-07-28,Morphine_IV,728,0,-728,True,-1.0
2024-07-28,Heparine,9585,0,-9585,True,-1.0
2024-07-28,Insuline,112131,0,-112131,True,-1.0
2024-07-29,Paracétamol_1g,4573,0,130759,False,28.6
2024-07-29,Antibiotiques,3158,0,-3158,True,-1.0
2024-07-29,Morphine_IV,688,0,-688,True,-1.0
2024-07-29,Heparine,10551,0,-10551,True,-1.0
2024-07-29,Insuline,111656,0,-111656,True,-1.0
2024-07-30,Paracétamol_1g,4399,16200,142559,False,32.4
2024-07-30,Antibiotiques,2937,2916,-21,True,-0.0
2024-07-30,Morphine_IV,779,648,-131,True,-0.2
2024-07-30,Heparine,10857,9720,-1137,True,-0.1
2024-07-30,Insuline,103631,19440,-84191,True,-0.8
2024-07-31,Paracétamol_1g,4858,0,137701,False,28.3
2024-07-31,Antibiotiques,3216,0,-3216,True,-1.0
2024-07-31,Morphine_IV,791,0,-791,True,-1.0
2024-07-31,Heparine,10205,0,-10205,True,-1.0
2024-07-31,Insuline,113712,0,-113712,True,-1.0
2024-08-01,Paracétamol_1g,4548,16200,149353,False,32.8
2024-08-01,Antibiotiques,3670,2916,-754,True,-0.2
2024-08-01,Morphine_IV,714,648,-66,True,-0.1
2024-08-01,Heparine,11007,9720,-1287,True,-0.1
2024-08-01,Insuline,107338,19440,-87898,True,-0.8
2024-08-02,Paracétamol_1g,4000,0,145353,False,36.3
2024-08-02,Antibiotiques,3435,0,-3435,True,-1.0
2024-08-02,Morphine_IV,707,0,-707,True,-1.0
2024-08-02,Heparine,11003,0,-11003,True,-1.0
2024-08-02,Insuline,101292,0,-101292,True,-1.0
2024-08-03,Paracétamol_1g,4479,0,140874,False,31.5
2024-08-03,Antibiotiques,3003,0,-3003,True,-1.0
2024-08-03,Morphine_IV,746,0,-746,True,-1.0
2024-08-03,Heparine,11253,0,-11253,True,-1.0
2024-08-03,Insuline,104753,0,-104753,True,-1.0
2024-08-04,Paracétamol_1g,4851,0,136023,False,28.0
2024-08-04,Antibiotiques,3132,0,-3132,True,-1.0
2024-08-04,Morphine_IV,709,0,-709,True,-1.0
2024-08-04,Heparine,10100,0,-10100,True,-1.0
2024-08-04,Insuline,108197,0,-108197,True,-1.0
2024-08-05,Paracétamol_1g,4656,0,131368,False,28.2
2024-08-05,Antibiotiques,3519,0,-3519,True,-1.0
2024-08-05,Morphine_IV,803,0,-803,True,-1.0
2024-08-05,Heparine,10995,0,-10995,True,-1.0
2024-08-05,Insuline,112275,0,-112275,True,-1.0
2024-08-06,Paracétamol_1g,4616,16200,142952,False,31.0
2024-08-06,Antibiotiques,3037,2916,-121,True,-0.0
2024-08-06,Morphine_IV,719,648,-71,True,-0.1
2024-08-06,Heparine,11274,9720,-1554,True,-0.1
2024-08-06,Insuline,101511,19440,-82071,True,-0.8
2024-08-07,Paracétamol_1g,4417,0,138535,False,31.4
2024-08-07,Antibiotiques,3244,0,-3244,True,-1.0
2024-08-07,Morphine_IV,754,0,-754,True,-1.0
2024-08-07,Heparine,11002,0,-11002,True,-1.0
2024-08-07,Insuline,106172,0,-106172,True,-1.0
2024-08-08,Paracétamol_1g,4593,16200,150142,False,32.7
2024-08-08,Antibiotiques,3598,2916,-682,True,-0.2
2024-08-08,Morphine_IV,698,648,-50,True,-0.1
2024-08-08,Heparine,10853,9720,-1133,True,-0.1
2024-08-08,Insuline,117048,19440,-97608,True,-0.8
2024-08-09,Paracétamol_1g,4416,0,145726,False,33.0
2024-08-09,Antibiotiques,3012,0,-3012,True,-1.0
2024-08-09,Morphine_IV,727,0,-727,True,-1.0
2024-08-09,Heparine,10309,0,-10309,True,-1.0
2024-08-09,Insuline,104308,0,-104308,True,-1.0
2024-08-10,Paracétamol_1g,4470,0,141256,False,31.6
2024-08-10,Antibiotiques,3549,0,-3549,True,-1.0
2024-08-10,Morphine_IV,692,0,-692,True,-1.0
2024-08-10,Heparine,9723,0,-9723,True,-1.0
2024-08-10,Insuline,103537,0,-103537,True,-1.0
2024-08-11,Paracétamol_1g,4388,0,136868,False,31.2
2024-08-11,Antibiotiques,3475,0,-3475,True,-1.0
2024-08-11,Morphine_IV,710,0,-710,True,-1.0
2024-08-11,Heparine,10733,0,-10733,True,-1.0
2024-08-11,Insuline,108560,0,-108560,True,-1.0
2024-08-12,Paracétamol_1g,4505,0,132362,False,29.4
2024-08-12,Antibiotiques,3392,0,-3392,True,-1.0
2024-08-12,Morphine_IV,727,0,-727,True,-1.0
2024-08-12,Heparine,11704,0,-11704,True,-1.0
2024-08-12,Insuline,111752,0,-111752,True,-1.0
2024-08-13,Paracétamol_1g,4830,16200,143732,False,29.8
2024-08-13,Antibiotiques,3074,2916,-158,True,-0.1
2024-08-13,Morphine_IV,755,648,-107,True,-0.1
2024-08-13,Heparine,10760,9720,-1040,True,-0.1
2024-08-13,Insuline,108135,19440,-88695,True,-0.8
2024-08-14,Paracétamol_1g,4798,0,138934,False,29.0
2024-08-14,Antibiotiques,2986,0,-2986,True,-1.0
2024-08-14,Morphine_IV,754,0,-754,True,-1.0
2024-08-14,Heparine,11396,0,-11396,True,-1.0
2024-08-14,Insuline,99444,0,-99444,True,-1.0
2024-08-15,Paracétamol_1g,4320,16200,150814,False,34.9
2024-08-15,Antibiotiques,3479,2916,-563,True,-0.2
2024-08-15,Morphine_IV,686,648,-38,True,-0.1
2024-08-15,Heparine,10397,9720,-677,True,-0.1
2024-08-15,Insuline,97532,19440,-78092,True,-0.8
2024-08-16,Paracétamol_1g,4893,0,145921,False,29.8
2024-08-16,Antibiotiques,3342,0,-3342,True,-1.0
2024-08-16,Morphine_IV,768,0,-768,True,-1.0
2024-08-16,Heparine,11359,0,-11359,True,-1.0
2024-08-16,Insuline,116143,0,-116143,True,-1.0
2024-08-17,Paracétamol_1g,4554,0,141367,False,31.0
2024-08-17,Antibiotiques,3201,0,-3201,True,-1.0
2024-08-17,Morphine_IV,752,0,-752,True,-1.0
2024-08-17,Heparine,11481,0,-11481,True,-1.0
2024-08-17,Insuline,109139,0,-109139,True,-1.0
2024-08-18,Paracétamol_1g,4638,0,136729,False,29.5
2024-08-18,Antibiotiques,3189,0,-3189,True,-1.0
2024-08-18,Morphine_IV,778,0,-778,True,-1.0
2024-08-18,Heparine,11003,0,-11003,True,-1.0
2024-08-18,Insuline,109556,0,-109556,True,-1.0
2024-08-19,Paracétamol_1g,4030,0,132699,False,32.9
2024-08-19,Antibiotiques,3220,0,-3220,True,-1.0
2024-08-19,Morphine_IV,681,0,-681,True,-1.0
2024-08-19,Heparine,10779,0,-10779,True,-1.0
2024-08-19,Insuline,104641,0,-104641,True,-1.0
2024-08-20,Paracétamol_1g,4387,16200,144512,False,32.9
2024-08-20,Antibiotiques,3061,2916,-145,True,-0.0
2024-08-20,Morphine_IV,751,648,-103,True,-0.1
2024-08-20,Heparine,10433,9720,-713,True,-0.1
2024-08-20,Insuline,109517,19440,-90077,True,-0.8
2024-08-21,Paracétamol_1g,4833,0,139679,False,28.9
2024-08-21,Antibiotiques,3295,0,-3295,True,-1.0
2024-08-21,Morphine_IV,772,0,-772,True,-1.0
2024-08-21,Heparine,10338,0,-10338,True,-1.0
2024-08-21,Insuline,109295,0,-109295,True,-1.0
2024-08-22,Paracétamol_1g,5021,16200,150858,False,30.0
2024-08-22,Antibiotiques,3251,2916,-335,True,-0.1
2024-08-22,Morphine_IV,712,648,-64,True,-0.1
2024-08-22,Heparine,11170,9720,-1450,True,-0.1
2024-08-22,Insuline,110981,19440,-91541,True,-0.8
2024-08-23,Paracétamol_1g,4568,0,146290,False,32.0
2024-08-23,Antibiotiques,3108,0,-3108,True,-1.0
2024-08-23,Morphine_IV,722,0,-722,True,-1.0
2024-08-23,Heparine,11044,0,-11044,True,-1.0
2024-08-23,Insuline,110461,0,-110461,True,-1.0
2024-08-24,Paracétamol_1g,4262,0,142028,False,33.3
2024-08-24,Antibiotiques,3258,0,-3258,True,-1.0
2024-08-24,Morphine_IV,719,0,-719,True,-1.0
2024-08-24,Heparine,10128,0,-10128,True,-1.0
2024-08-24,Insuline,102777,0,-102777,True,-1.0
2024-08-25,Paracétamol_1g,4407,0,137621,False,31.2
2024-08-25,Antibiotiques,3290,0,-3290,True,-1.0
2024-08-25,Morphine_IV,700,0,-700,True,-1.0
2024-08-25,Heparine,11395,0,-11395,True,-1.0
2024-08-25,Insuline,91939,0,-91939,True,-1.0
2024-08-26,Paracétamol_1g,4385,0,133236,False,30.4
2024-08-26,Antibiotiques,3308,0,-3308,True,-1.0
2024-08-26,Morphine_IV,735,0,-735,True,-1.0
2024-08-26,Heparine,10596,0,-10596,True,-1.0
2024-08-26,Insuline,103376,0,-103376,True,-1.0
2024-08-27,Paracétamol_1g,4634,16200,144801,False,31.2
2024-08-27,Antibiotiques,3339,2916,-423,True,-0.1
2024-08-27,Morphine_IV,741,648,-93,True,-0.1
2024-08-27,Heparine,12034,9720,-2314,True,-0.2
2024-08-27,Insuline,109879,19440,-90439,True,-0.8
2024-08-28,Paracétamol_1g,4671,0,140131,False,30.0
2024-08-28,Antibiotiques,3434,0,-3434,True,-1.0
2024-08-28,Morphine_IV,755,0,-755,True,-1.0
2024-08-28,Heparine,10725,0,-10725,True,-1.0
2024-08-28,Insuline,106685,0,-106685,True,-1.0
2024-08-29,Paracétamol_1g,4724,16200,151607,False,32.1
2024-08-29,Antibiotiques,3375,2916,-459,True,-0.1
2024-08-29,Morphine_IV,746,648,-98,True,-0.1
2024-08-29,Heparine,10994,9720,-1274,True,-0.1
2024-08-29,Insuline,112250,19440,-92810,True,-0.8
2024-08-30,Paracétamol_1g,4589,0,147017,False,32.0
2024-08-30,Antibiotiques,3367,0,-3367,True,-1.0
2024-08-30,Morphine_IV,725,0,-725,True,-1.0
2024-08-30,Heparine,11337,0,-11337,True,-1.0
2024-08-30,Insuline,119804,0,-119804,True,-1.0
2024-08-31,Paracétamol_1g,4533,0,142485,False,31.4
2024-08-31,Antibiotiques,3197,0,-3197,True,-1.0
2024-08-31,Morphine_IV,686,0,-686,True,-1.0
2024-08-31,Heparine,9769,0,-9769,True,-1.0
2024-08-31,Insuline,103722,0,-103722,True,-1.0
2024-09-01,Paracétamol_1g,4150,0,138335,False,33.3
2024-09-01,Antibiotiques,3494,0,-3494,True,-1.0
2024-09-01,Morphine_IV,782,0,-782,True,-1.0
2024-09-01,Heparine,10762,0,-10762,True,-1.0
2024-09-01,Insuline,108496,0,-108496,True,-1.0
2024-09-02,Paracétamol_1g,4554,0,133781,False,29.4
2024-09-02,Antibiotiques,3514,0,-3514,True,-1.0
2024-09-02,Morphine_IV,729,0,-729,True,-1.0
2024-09-02,Heparine,10747,0,-10747,True,-1.0
2024-09-02,Insuline,116589,0,-116589,True,-1.0
2024-09-03,Paracétamol_1g,4631,16200,145350,False,31.4
2024-09-03,Antibiotiques,3270,2916,-354,True,-0.1
2024-09-03,Morphine_IV,757,648,-109,True,-0.1
2024-09-03,Heparine,11080,9720,-1360,True,-0.1
2024-09-03,Insuline,112230,19440,-92790,True,-0.8
2024-09-04,Paracétamol_1g,4875,0,140475,False,28.8
2024-09-04,Antibiotiques,3276,0,-3276,True,-1.0
2024-09-04,Morphine_IV,724,0,-724,True,-1.0
2024-09-04,Heparine,12060,0,-12060,True,-1.0
2024-09-04,Insuline,115359,0,-115359,True,-1.0
2024-09-05,Paracétamol_1g,4970,16200,151705,False,30.5
2024-09-05,Antibiotiques,3604,2916,-688,True,-0.2
2024-09-05,Morphine_IV,777,648,-129,True,-0.2
2024-09-05,Heparine,11362,9720,-1642,True,-0.1
2024-09-05,Insuline,116655,19440,-97215,True,-0.8
2024-09-06,Paracétamol_1g,5045,0,146660,False,29.1
2024-09-06,Antibiotiques,3478,0,-3478,True,-1.0
2024-09-06,Morphine_IV,739,0,-739,True,-1.0
2024-09-06,Heparine,11290,0,-11290,True,-1.0
2024-09-06,Insuline,118420,0,-118420,True,-1.0
2024-09-07,Paracétamol_1g,4696,0,141963,False,30.2
2024-09-07,Antibiotiques,3472,0,-3472,True,-1.0
2024-09-07,Morphine_IV,774,0,-774,True,-1.0
2024-09-07,Heparine,9740,0,-9740,True,-1.0
2024-09-07,Insuline,106734,0,-106734,True,-1.0
2024-09-08,Paracétamol_1g,4507,0,137456,False,30.5
2024-09-08,Antibiotiques,2916,0,-2916,True,-1.0
2024-09-08,Morphine_IV,704,0,-704,True,-1.0
2024-09-08,Heparine,11752,0,-11752,True,-1.0
2024-09-08,Insuline,110500,0,-110500,True,-1.0
2024-09-09,Paracétamol_1g,4899,0,132557,False,27.1
2024-09-09,Antibiotiques,3153,0,-3153,True,-1.0
2024-09-09,Morphine_IV,707,0,-707,True,-1.0
2024-09-09,Heparine,11584,0,-11584,True,-1.0
2024-09-09,Insuline,119885,0,-119885,True,-1.0
2024-09-10,Paracétamol_1g,5003,16200,143754,False,28.7
2024-09-10,Antibiotiques,3644,2916,-728,True,-0.2
2024-09-10,Morphine_IV,743,648,-95,True,-0.1
2024-09-10,Heparine,11775,9720,-2055,True,-0.2
2024-09-10,Insuline,109562,19440,-90122,True,-0.8
2024-09-11,Paracétamol_1g,4617,0,139137,False,30.1
2024-09-11,Antibiotiques,3422,0,-3422,True,-1.0
2024-09-11,Morphine_IV,736,0,-736,True,-1.0
2024-09-11,Heparine,10355,0,-10355,True,-1.0
2024-09-11,Insuline,119558,0,-119558,True,-1.0
2024-09-12,Paracétamol_1g,4847,16200,150490,False,31.0
2024-09-12,Antibiotiques,3409,2916,-493,True,-0.1
2024-09-12,Morphine_IV,744,648,-96,True,-0.1
2024-09-12,Heparine,11221,9720,-1501,True,-0.1
2024-09-12,Insuline,107279,19440,-87839,True,-0.8
2024-09-13,Paracétamol_1g,4705,0,145785,False,31.0
2024-09-13,Antibiotiques,3234,0,-3234,True,-1.0
2024-09-13,Morphine_IV,756,0,-756,True,-1.0
2024-09-13,Heparine,11121,0,-11121,True,-1.0
2024-09-13,Insuline,103046,0,-103046,True,-1.0
2024-09-14,Paracétamol_1g,4543,0,141242,False,31.1
2024-09-14,Antibiotiques,3290,0,-3290,True,-1.0
2024-09-14,Morphine_IV,751,0,-751,True,-1.0
2024-09-14,Heparine,9864,0,-9864,True,-1.0
2024-09-14,Insuline,111449,0,-111449,True,-1.0
2024-09-15,Paracétamol_1g,4907,0,136335,False,27.8
2024-09-15,Antibiotiques,3290,0,-3290,True,-1.0
2024-09-15,Morphine_IV,803,0,-803,True,-1.0
2024-09-15,Heparine,12092,0,-12092,True,-1.0
2024-09-15,Insuline,114193,0,-114193,True,-1.0
2024-09-16,Paracétamol_1g,4955,0,131380,False,26.5
2024-09-16,Antibiotiques,3692,0,-3692,True,-1.0
2024-09-16,Morphine_IV,876,0,-876,True,-1.0
2024-09-16,Heparine,12110,0,-12110,True,-1.0
2024-09-16,Insuline,118493,0,-118493,True,-1.0
2024-09-17,Paracétamol_1g,4623,16200,142956,False,30.9
2024-09-17,Antibiotiques,3126,2916,-210,True,-0.1
2024-09-17,Morphine_IV,697,648,-49,True,-0.1
2024-09-17,Heparine,10798,9720,-1078,True,-0.1
2024-09-17,Insuline,115893,19440,-96453,True,-0.8
2024-09-18,Paracétamol_1g,4646,0,138311,False,29.8
2024-09-18,Antibiotiques,3218,0,-3218,True,-1.0
2024-09-18,Morphine_IV,700,0,-700,True,-1.0
2024-09-18,Heparine,10407,0,-10407,True,-1.0
2024-09-18,Insuline,111324,0,-111324,True,-1.0
2024-09-19,Paracétamol_1g,4551,16200,149960,False,33.0
2024-09-19,Antibiotiques,3582,2916,-666,True,-0.2
2024-09-19,Morphine_IV,800,648,-152,True,-0.2
2024-09-19,Heparine,10398,9720,-678,True,-0.1
2024-09-19,Insuline,109797,19440,-90357,True,-0.8
2024-09-20,Paracétamol_1g,4598,0,145362,False,31.6
2024-09-20,Antibiotiques,3589,0,-3589,True,-1.0
2024-09-20,Morphine_IV,768,0,-768,True,-1.0
2024-09-20,Heparine,10635,0,-10635,True,-1.0
2024-09-20,Insuline,106987,0,-106987,True,-1.0
2024-09-21,Paracétamol_1g,4739,0,140623,False,29.7
2024-09-21,Antibiotiques,3463,0,-3463,True,-1.0
2024-09-21,Morphine_IV,752,0,-752,True,-1.0
2024-09-21,Heparine,11365,0,-11365,True,-1.0
2024-09-21,Insuline,105878,0,-105878,True,-1.0
2024-09-22,Paracétamol_1g,4244,0,136379,False,32.1
2024-09-22,Antibiotiques,3538,0,-3538,True,-1.0
2024-09-22,Morphine_IV,780,0,-780,True,-1.0
2024-09-22,Heparine,11116,0,-11116,True,-1.0
2024-09-22,Insuline,105895,0,-105895,True,-1.0
2024-09-23,Paracétamol_1g,5001,0,131378,False,26.3
2024-09-23,Antibiotiques,3433,0,-3433,True,-1.0
2024-09-23,Morphine_IV,791,0,-791,True,-1.0
2024-09-23,Heparine,11492,0,-11492,True,-1.0
2024-09-23,Insuline,114647,0,-114647,True,-1.0
2024-09-24,Paracétamol_1g,4462,16200,143116,False,32.1
2024-09-24,Antibiotiques,3441,2916,-525,True,-0.2
2024-09-24,Morphine_IV,752,648,-104,True,-0.1
2024-09-24,Heparine,10637,9720,-917,True,-0.1
2024-09-24,Insuline,118650,19440,-99210,True,-0.8
2024-09-25,Paracétamol_1g,4805,0,138311,False,28.8
2024-09-25,Antibiotiques,3351,0,-3351,True,-1.0
2024-09-25,Morphine_IV,774,0,-774,True,-1.0
2024-09-25,Heparine,11154,0,-11154,True,-1.0
2024-09-25,Insuline,119087,0,-119087,True,-1.0
2024-09-26,Paracétamol_1g,4732,16200,149779,False,31.7
2024-09-26,Antibiotiques,3470,2916,-554,True,-0.2
2024-09-26,Morphine_IV,774,648,-126,True,-0.2
2024-09-26,Heparine,10075,9720,-355,True,-0.0
2024-09-26,Insuline,114332,19440,-94892,True,-0.8
2024-09-27,Paracétamol_1g,4996,0,144783,False,29.0
2024-09-27,Antibiotiques,3748,0,-3748,True,-1.0
2024-09-27,Morphine_IV,727,0,-727,True,-1.0
2024-09-27,Heparine,10794,0,-10794,True,-1.0
2024-09-27,Insuline,118163,0,-118163,True,-1.0
2024-09-28,Paracétamol_1g,4681,0,140101,False,29.9
2024-09-28,Antibiotiques,3359,0,-3359,True,-1.0
2024-09-28,Morphine_IV,749,0,-749,True,-1.0
2024-09-28,Heparine,10822,0,-10822,True,-1.0
2024-09-28,Insuline,120338,0,-120338,True,-1.0
2024-09-29,Paracétamol_1g,4355,0,135746,False,31.2
2024-09-29,Antibiotiques,3062,0,-3062,True,-1.0
2024-09-29,Morphine_IV,716,0,-716,True,-1.0
2024-09-29,Heparine,11982,0,-11982,True,-1.0
2024-09-29,Insuline,116670,0,-116670,True,-1.0
2024-09-30,Paracétamol_1g,4667,0,131079,False,28.1
2024-09-30,Antibiotiques,3723,0,-3723,True,-1.0
2024-09-30,Morphine_IV,812,0,-812,True,-1.0
2024-09-30,Heparine,10890,0,-10890,True,-1.0
2024-09-30,Insuline,119539,0,-119539,True,-1.0
2024-10-01,Paracétamol_1g,4895,16200,142384,False,29.1
2024-10-01,Antibiotiques,3449,2916,-533,True,-0.2
2024-10-01,Morphine_IV,764,648,-116,True,-0.2
2024-10-01,Heparine,11338,9720,-1618,True,-0.1
2024-10-01,Insuline,119898,19440,-100458,True,-0.8
2024-10-02,Paracétamol_1g,4749,0,137634,False,29.0
2024-10-02,Antibiotiques,3445,0,-3445,True,-1.0
2024-10-02,Morphine_IV,722,0,-722,True,-1.0
2024-10-02,Heparine,10930,0,-10930,True,-1.0
2024-10-02,Insuline,110718,0,-110718,True,-1.0
2024-10-03,Paracétamol_1g,4979,16200,148855,False,29.9
2024-10-03,Antibiotiques,3370,2916,-454,True,-0.1
2024-10-03,Morphine_IV,734,648,-86,True,-0.1
2024-10-03,Heparine,11729,9720,-2009,True,-0.2
2024-10-03,Insuline,122446,19440,-103006,True,-0.8
2024-10-04,Paracétamol_1g,4872,0,143983,False,29.6
2024-10-04,Antibiotiques,3441,0,-3441,True,-1.0
2024-10-04,Morphine_IV,711,0,-711,True,-1.0
2024-10-04,Heparine,10950,0,-10950,True,-1.0
2024-10-04,Insuline,116817,0,-116817,True,-1.0
2024-10-05,Paracétamol_1g,4625,0,139358,False,30.1
2024-10-05,Antibiotiques,3318,0,-3318,True,-1.0
2024-10-05,Morphine_IV,716,0,-716,True,-1.0
2024-10-05,Heparine,11025,0,-11025,True,-1.0
2024-10-05,Insuline,113036,0,-113036,True,-1.0
2024-10-06,Paracétamol_1g,4409,0,134950,False,30.6
2024-10-06,Antibiotiques,3254,0,-3254,True,-1.0
2024-10-06,Morphine_IV,778,0,-778,True,-1.0
2024-10-06,Heparine,10741,0,-10741,True,-1.0
2024-10-06,Insuline,105049,0,-105049,True,-1.0
2024-10-07,Paracétamol_1g,4490,0,130460,False,29.1
2024-10-07,Antibiotiques,3320,0,-3320,True,-1.0
2024-10-07,Morphine_IV,740,0,-740,True,-1.0
2024-10-07,Heparine,10366,0,-10366,True,-1.0
2024-10-07,Insuline,112711,0,-112711,True,-1.0
2024-10-08,Paracétamol_1g,4767,16200,141893,False,29.8
2024-10-08,Antibiotiques,3379,2916,-463,True,-0.1
2024-10-08,Morphine_IV,728,648,-80,True,-0.1
2024-10-08,Heparine,10995,9720,-1275,True,-0.1
2024-10-08,Insuline,106382,19440,-86942,True,-0.8
2024-10-09,Paracétamol_1g,4562,0,137331,False,30.1
2024-10-09,Antibiotiques,3038,0,-3038,True,-1.0
2024-10-09,Morphine_IV,744,0,-744,True,-1.0
2024-10-09,Heparine,10485,0,-10485,True,-1.0
2024-10-09,Insuline,118479,0,-118479,True,-1.0
2024-10-10,Paracétamol_1g,5031,16200,148500,False,29.5
