date,service,categorie,effectif_total,effectif_present,taux_absence
2024-06-16,Coeur_Metabolisme,infirmiers,152,137,0.094
2024-06-16,Coeur_Metabolisme,aides,100,90,0.096
2024-06-16,MSN_(Neuro/Psy),total,423,389,0.078
2024-06-16,MSN_(Neuro/Psy),medecins,51,45,0.09
2024-06-16,MSN_(Neuro/Psy),infirmiers,137,124,0.093
2024-06-16,MSN_(Neuro/Psy),aides,91,83,0.086
2024-06-16,Pôle_31_(Infectieux),total,303,280,0.075
2024-06-16,Pôle_31_(Infectieux),medecins,36,33,0.081
2024-06-16,Pôle_31_(Infectieux),infirmiers,96,87,0.1
2024-06-16,Pôle_31_(Infectieux),aides,64,58,0.083
2024-06-16,Urgences_(Passage_court),total,252,230,0.086
2024-06-16,Urgences_(Passage_court),medecins,31,26,0.093
2024-06-16,Urgences_(Passage_court),infirmiers,81,73,0.09
2024-06-16,Urgences_(Passage_court),aides,54,50,0.079
2024-06-16,Gériatrie,total,364,329,0.098
2024-06-16,Gériatrie,medecins,45,40,0.08
2024-06-16,Gériatrie,infirmiers,121,110,0.091
2024-06-16,Gériatrie,aides,81,74,0.08
2024-06-16,ORPHé_(Onco/Hémato),total,672,620,0.076
2024-06-16,ORPHé_(Onco/Hémato),medecins,68,61,0.072
2024-06-16,ORPHé_(Onco/Hémato),infirmiers,195,179,0.084
2024-06-16,ORPHé_(Onco/Hémato),aides,148,139,0.06
2024-06-17,MSN_(Neuro/Psy),total,813,746,0.082
2024-06-17,MSN_(Neuro/Psy),medecins,111,100,0.093
2024-06-17,MSN_(Neuro/Psy),infirmiers,302,278,0.081
2024-06-17,MSN_(Neuro/Psy),aides,200,181,0.093
2024-06-17,Chirurgie,total,631,586,0.069
2024-06-17,Chirurgie,medecins,87,78,0.078
2024-06-17,Chirurgie,infirmiers,233,211,0.096
2024-06-17,Chirurgie,aides,155,139,0.097
2024-06-17,PRAGUES_(Réa/Pneumo),total,126,112,0.1
2024-06-17,PRAGUES_(Réa/Pneumo),medecins,22,20,0.1
2024-06-17,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.068
2024-06-17,PRAGUES_(Réa/Pneumo),aides,17,15,0.088
2024-06-17,Coeur_Metabolisme,total,454,419,0.076
2024-06-17,Coeur_Metabolisme,medecins,56,51,0.082
2024-06-17,Coeur_Metabolisme,infirmiers,152,136,0.103
2024-06-17,Coeur_Metabolisme,aides,100,91,0.083
2024-06-17,MSN_(Neuro/Psy),total,423,383,0.092
2024-06-17,MSN_(Neuro/Psy),medecins,51,46,0.087
2024-06-17,MSN_(Neuro/Psy),infirmiers,137,126,0.075
2024-06-17,MSN_(Neuro/Psy),aides,91,82,0.089
2024-06-17,Pôle_31_(Infectieux),total,303,279,0.08
2024-06-17,Pôle_31_(Infectieux),medecins,36,33,0.069
2024-06-17,Pôle_31_(Infectieux),infirmiers,96,88,0.082
2024-06-17,Pôle_31_(Infectieux),aides,64,58,0.079
2024-06-17,Urgences_(Passage_court),total,252,230,0.085
2024-06-17,Urgences_(Passage_court),medecins,31,26,0.078
2024-06-17,Urgences_(Passage_court),infirmiers,81,73,0.087
2024-06-17,Urgences_(Passage_court),aides,54,49,0.089
2024-06-17,Gériatrie,total,364,336,0.077
2024-06-17,Gériatrie,medecins,45,40,0.075
2024-06-17,Gériatrie,infirmiers,121,110,0.089
2024-06-17,Gériatrie,aides,81,74,0.075
2024-06-17,ORPHé_(Onco/Hémato),total,672,616,0.083
2024-06-17,ORPHé_(Onco/Hémato),medecins,68,60,0.091
2024-06-17,ORPHé_(Onco/Hémato),infirmiers,195,177,0.087
2024-06-17,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-06-18,MSN_(Neuro/Psy),total,813,747,0.08
2024-06-18,MSN_(Neuro/Psy),medecins,111,99,0.103
2024-06-18,MSN_(Neuro/Psy),infirmiers,302,276,0.089
2024-06-18,MSN_(Neuro/Psy),aides,200,183,0.083
2024-06-18,Chirurgie,total,631,580,0.08
2024-06-18,Chirurgie,medecins,87,80,0.072
2024-06-18,Chirurgie,infirmiers,233,211,0.092
2024-06-18,Chirurgie,aides,155,142,0.085
2024-06-18,PRAGUES_(Réa/Pneumo),total,126,114,0.089
2024-06-18,PRAGUES_(Réa/Pneumo),medecins,22,20,0.075
2024-06-18,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.077
2024-06-18,PRAGUES_(Réa/Pneumo),aides,17,15,0.076
2024-06-18,Coeur_Metabolisme,total,454,418,0.078
2024-06-18,Coeur_Metabolisme,medecins,56,52,0.067
2024-06-18,Coeur_Metabolisme,infirmiers,152,137,0.089
2024-06-18,Coeur_Metabolisme,aides,100,91,0.086
2024-06-18,MSN_(Neuro/Psy),total,423,390,0.077
2024-06-18,MSN_(Neuro/Psy),medecins,51,45,0.089
2024-06-18,MSN_(Neuro/Psy),infirmiers,137,125,0.083
2024-06-18,MSN_(Neuro/Psy),aides,91,82,0.092
2024-06-18,Pôle_31_(Infectieux),total,303,273,0.099
2024-06-18,Pôle_31_(Infectieux),medecins,36,33,0.092
2024-06-18,Pôle_31_(Infectieux),infirmiers,96,88,0.089
2024-06-18,Pôle_31_(Infectieux),aides,64,58,0.085
2024-06-18,Urgences_(Passage_court),total,252,229,0.09
2024-06-18,Urgences_(Passage_court),medecins,31,28,0.072
2024-06-18,Urgences_(Passage_court),infirmiers,81,73,0.091
2024-06-18,Urgences_(Passage_court),aides,54,50,0.074
2024-06-18,Gériatrie,total,364,330,0.093
2024-06-18,Gériatrie,medecins,45,40,0.08
2024-06-18,Gériatrie,infirmiers,121,111,0.081
2024-06-18,Gériatrie,aides,81,73,0.095
2024-06-18,ORPHé_(Onco/Hémato),total,672,613,0.088
2024-06-18,ORPHé_(Onco/Hémato),medecins,68,61,0.073
2024-06-18,ORPHé_(Onco/Hémato),infirmiers,195,179,0.085
2024-06-18,ORPHé_(Onco/Hémato),aides,148,137,0.075
2024-06-19,MSN_(Neuro/Psy),total,813,741,0.089
2024-06-19,MSN_(Neuro/Psy),medecins,111,101,0.089
2024-06-19,MSN_(Neuro/Psy),infirmiers,302,273,0.095
2024-06-19,MSN_(Neuro/Psy),aides,200,187,0.066
2024-06-19,Chirurgie,total,631,580,0.08
2024-06-19,Chirurgie,medecins,87,80,0.078
2024-06-19,Chirurgie,infirmiers,233,218,0.065
2024-06-19,Chirurgie,aides,155,139,0.096
2024-06-19,PRAGUES_(Réa/Pneumo),total,126,114,0.089
2024-06-19,PRAGUES_(Réa/Pneumo),medecins,22,20,0.07
2024-06-19,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.091
2024-06-19,PRAGUES_(Réa/Pneumo),aides,17,15,0.082
2024-06-19,Coeur_Metabolisme,total,454,414,0.086
2024-06-19,Coeur_Metabolisme,medecins,56,51,0.088
2024-06-19,Coeur_Metabolisme,infirmiers,152,138,0.086
2024-06-19,Coeur_Metabolisme,aides,100,90,0.095
2024-06-19,MSN_(Neuro/Psy),total,423,391,0.074
2024-06-19,MSN_(Neuro/Psy),medecins,51,46,0.088
2024-06-19,MSN_(Neuro/Psy),infirmiers,137,127,0.071
2024-06-19,MSN_(Neuro/Psy),aides,91,83,0.079
2024-06-19,Pôle_31_(Infectieux),total,303,278,0.084
2024-06-19,Pôle_31_(Infectieux),medecins,36,33,0.089
2024-06-19,Pôle_31_(Infectieux),infirmiers,96,88,0.09
2024-06-19,Pôle_31_(Infectieux),aides,64,59,0.063
2024-06-19,Urgences_(Passage_court),total,252,227,0.1
2024-06-19,Urgences_(Passage_court),medecins,31,26,0.098
2024-06-19,Urgences_(Passage_court),infirmiers,81,74,0.078
2024-06-19,Urgences_(Passage_court),aides,54,49,0.085
2024-06-19,Gériatrie,total,364,331,0.091
2024-06-19,Gériatrie,medecins,45,40,0.081
2024-06-19,Gériatrie,infirmiers,121,109,0.098
2024-06-19,Gériatrie,aides,81,73,0.096
2024-06-19,ORPHé_(Onco/Hémato),total,672,621,0.074
2024-06-19,ORPHé_(Onco/Hémato),medecins,68,61,0.074
2024-06-19,ORPHé_(Onco/Hémato),infirmiers,195,180,0.079
2024-06-19,ORPHé_(Onco/Hémato),aides,148,137,0.075
2024-06-20,MSN_(Neuro/Psy),total,813,750,0.076
2024-06-20,MSN_(Neuro/Psy),medecins,111,101,0.084
2024-06-20,MSN_(Neuro/Psy),infirmiers,302,278,0.081
2024-06-20,MSN_(Neuro/Psy),aides,200,183,0.08
2024-06-20,Chirurgie,total,631,578,0.083
2024-06-20,Chirurgie,medecins,87,78,0.091
2024-06-20,Chirurgie,infirmiers,233,209,0.102
2024-06-20,Chirurgie,aides,155,140,0.088
2024-06-20,PRAGUES_(Réa/Pneumo),total,126,114,0.087
2024-06-20,PRAGUES_(Réa/Pneumo),medecins,22,20,0.084
2024-06-20,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.09
2024-06-20,PRAGUES_(Réa/Pneumo),aides,17,15,0.095
2024-06-20,Coeur_Metabolisme,total,454,413,0.087
2024-06-20,Coeur_Metabolisme,medecins,56,50,0.102
2024-06-20,Coeur_Metabolisme,infirmiers,152,138,0.085
2024-06-20,Coeur_Metabolisme,aides,100,91,0.089
2024-06-20,MSN_(Neuro/Psy),total,423,388,0.082
2024-06-20,MSN_(Neuro/Psy),medecins,51,46,0.082
2024-06-20,MSN_(Neuro/Psy),infirmiers,137,126,0.08
2024-06-20,MSN_(Neuro/Psy),aides,91,83,0.083
2024-06-20,Pôle_31_(Infectieux),total,303,281,0.072
2024-06-20,Pôle_31_(Infectieux),medecins,36,33,0.09
2024-06-20,Pôle_31_(Infectieux),infirmiers,96,87,0.095
2024-06-20,Pôle_31_(Infectieux),aides,64,57,0.096
2024-06-20,Urgences_(Passage_court),total,252,231,0.083
2024-06-20,Urgences_(Passage_court),medecins,31,28,0.07
2024-06-20,Urgences_(Passage_court),infirmiers,81,73,0.084
2024-06-20,Urgences_(Passage_court),aides,54,49,0.096
2024-06-20,Gériatrie,total,364,326,0.101
2024-06-20,Gériatrie,medecins,45,40,0.086
2024-06-20,Gériatrie,infirmiers,121,110,0.084
2024-06-20,Gériatrie,aides,81,74,0.082
2024-06-20,ORPHé_(Onco/Hémato),total,672,605,0.097
2024-06-20,ORPHé_(Onco/Hémato),medecins,68,60,0.089
2024-06-20,ORPHé_(Onco/Hémato),infirmiers,195,177,0.088
2024-06-20,ORPHé_(Onco/Hémato),aides,148,135,0.09
2024-06-21,MSN_(Neuro/Psy),total,813,737,0.093
2024-06-21,MSN_(Neuro/Psy),medecins,111,101,0.087
2024-06-21,MSN_(Neuro/Psy),infirmiers,302,278,0.081
2024-06-21,MSN_(Neuro/Psy),aides,200,182,0.089
2024-06-21,Chirurgie,total,631,575,0.089
2024-06-21,Chirurgie,medecins,87,80,0.072
2024-06-21,Chirurgie,infirmiers,233,213,0.082
2024-06-21,Chirurgie,aides,155,144,0.07
2024-06-21,PRAGUES_(Réa/Pneumo),total,126,114,0.081
2024-06-21,PRAGUES_(Réa/Pneumo),medecins,22,20,0.087
2024-06-21,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.084
2024-06-21,PRAGUES_(Réa/Pneumo),aides,17,15,0.082
2024-06-21,Coeur_Metabolisme,total,454,409,0.097
2024-06-21,Coeur_Metabolisme,medecins,56,50,0.1
2024-06-21,Coeur_Metabolisme,infirmiers,152,136,0.099
2024-06-21,Coeur_Metabolisme,aides,100,90,0.093
2024-06-21,MSN_(Neuro/Psy),total,423,381,0.096
2024-06-21,MSN_(Neuro/Psy),medecins,51,46,0.085
2024-06-21,MSN_(Neuro/Psy),infirmiers,137,127,0.067
2024-06-21,MSN_(Neuro/Psy),aides,91,83,0.083
2024-06-21,Pôle_31_(Infectieux),total,303,273,0.098
2024-06-21,Pôle_31_(Infectieux),medecins,36,34,0.059
2024-06-21,Pôle_31_(Infectieux),infirmiers,96,87,0.094
2024-06-21,Pôle_31_(Infectieux),aides,64,58,0.085
2024-06-21,Urgences_(Passage_court),total,252,228,0.096
2024-06-21,Urgences_(Passage_court),medecins,31,26,0.077
2024-06-21,Urgences_(Passage_court),infirmiers,81,73,0.093
2024-06-21,Urgences_(Passage_court),aides,54,49,0.098
2024-06-21,Gériatrie,total,364,319,0.123
2024-06-21,Gériatrie,medecins,45,40,0.082
2024-06-21,Gériatrie,infirmiers,121,110,0.085
2024-06-21,Gériatrie,aides,81,73,0.086
2024-06-21,ORPHé_(Onco/Hémato),total,672,624,0.069
2024-06-21,ORPHé_(Onco/Hémato),medecins,68,60,0.094
2024-06-21,ORPHé_(Onco/Hémato),infirmiers,195,175,0.098
2024-06-21,ORPHé_(Onco/Hémato),aides,148,136,0.082
2024-06-22,MSN_(Neuro/Psy),total,813,746,0.082
2024-06-22,MSN_(Neuro/Psy),medecins,111,101,0.082
2024-06-22,MSN_(Neuro/Psy),infirmiers,302,276,0.086
2024-06-22,MSN_(Neuro/Psy),aides,200,181,0.091
2024-06-22,Chirurgie,total,631,572,0.092
2024-06-22,Chirurgie,medecins,87,77,0.094
2024-06-22,Chirurgie,infirmiers,233,211,0.093
2024-06-22,Chirurgie,aides,155,144,0.066
2024-06-22,PRAGUES_(Réa/Pneumo),total,126,114,0.081
2024-06-22,PRAGUES_(Réa/Pneumo),medecins,22,20,0.094
2024-06-22,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.079
2024-06-22,PRAGUES_(Réa/Pneumo),aides,17,15,0.075
2024-06-22,Coeur_Metabolisme,total,454,411,0.093
2024-06-22,Coeur_Metabolisme,medecins,56,52,0.072
2024-06-22,Coeur_Metabolisme,infirmiers,152,137,0.093
2024-06-22,Coeur_Metabolisme,aides,100,90,0.095
2024-06-22,MSN_(Neuro/Psy),total,423,381,0.097
2024-06-22,MSN_(Neuro/Psy),medecins,51,46,0.087
2024-06-22,MSN_(Neuro/Psy),infirmiers,137,126,0.076
2024-06-22,MSN_(Neuro/Psy),aides,91,83,0.077
2024-06-22,Pôle_31_(Infectieux),total,303,279,0.078
2024-06-22,Pôle_31_(Infectieux),medecins,36,33,0.088
2024-06-22,Pôle_31_(Infectieux),infirmiers,96,87,0.095
2024-06-22,Pôle_31_(Infectieux),aides,64,58,0.072
2024-06-22,Urgences_(Passage_court),total,252,232,0.076
2024-06-22,Urgences_(Passage_court),medecins,31,26,0.091
2024-06-22,Urgences_(Passage_court),infirmiers,81,73,0.086
2024-06-22,Urgences_(Passage_court),aides,54,49,0.086
2024-06-22,Gériatrie,total,364,335,0.08
2024-06-22,Gériatrie,medecins,45,40,0.09
2024-06-22,Gériatrie,infirmiers,121,111,0.075
2024-06-22,Gériatrie,aides,81,73,0.093
2024-06-22,ORPHé_(Onco/Hémato),total,672,615,0.085
2024-06-22,ORPHé_(Onco/Hémato),medecins,68,61,0.073
2024-06-22,ORPHé_(Onco/Hémato),infirmiers,195,177,0.091
2024-06-22,ORPHé_(Onco/Hémato),aides,148,132,0.099
2024-06-23,MSN_(Neuro/Psy),total,813,747,0.081
2024-06-23,MSN_(Neuro/Psy),medecins,111,100,0.095
2024-06-23,MSN_(Neuro/Psy),infirmiers,302,273,0.094
2024-06-23,MSN_(Neuro/Psy),aides,200,182,0.088
2024-06-23,Chirurgie,total,631,573,0.09
2024-06-23,Chirurgie,medecins,87,77,0.094
2024-06-23,Chirurgie,infirmiers,233,216,0.073
2024-06-23,Chirurgie,aides,155,145,0.062
2024-06-23,PRAGUES_(Réa/Pneumo),total,126,114,0.081
2024-06-23,PRAGUES_(Réa/Pneumo),medecins,22,20,0.082
2024-06-23,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.081
2024-06-23,PRAGUES_(Réa/Pneumo),aides,17,15,0.102
2024-06-23,Coeur_Metabolisme,total,454,413,0.089
2024-06-23,Coeur_Metabolisme,medecins,56,51,0.099
2024-06-23,Coeur_Metabolisme,infirmiers,152,139,0.077
2024-06-23,Coeur_Metabolisme,aides,100,91,0.082
2024-06-23,MSN_(Neuro/Psy),total,423,386,0.085
2024-06-23,MSN_(Neuro/Psy),medecins,51,46,0.08
2024-06-23,MSN_(Neuro/Psy),infirmiers,137,127,0.067
2024-06-23,MSN_(Neuro/Psy),aides,91,82,0.095
2024-06-23,Pôle_31_(Infectieux),total,303,279,0.081
2024-06-23,Pôle_31_(Infectieux),medecins,36,33,0.073
2024-06-23,Pôle_31_(Infectieux),infirmiers,96,87,0.104
2024-06-23,Pôle_31_(Infectieux),aides,64,58,0.084
2024-06-23,Urgences_(Passage_court),total,252,237,0.059
2024-06-23,Urgences_(Passage_court),medecins,31,26,0.08
2024-06-23,Urgences_(Passage_court),infirmiers,81,73,0.091
2024-06-23,Urgences_(Passage_court),aides,54,49,0.084
2024-06-23,Gériatrie,total,364,333,0.085
2024-06-23,Gériatrie,medecins,45,41,0.07
2024-06-23,Gériatrie,infirmiers,121,110,0.088
2024-06-23,Gériatrie,aides,81,73,0.088
2024-06-23,ORPHé_(Onco/Hémato),total,672,603,0.101
2024-06-23,ORPHé_(Onco/Hémato),medecins,68,60,0.088
2024-06-23,ORPHé_(Onco/Hémato),infirmiers,195,180,0.075
2024-06-23,ORPHé_(Onco/Hémato),aides,148,136,0.08
2024-06-24,MSN_(Neuro/Psy),total,813,736,0.095
2024-06-24,MSN_(Neuro/Psy),medecins,111,102,0.081
2024-06-24,MSN_(Neuro/Psy),infirmiers,302,276,0.089
2024-06-24,MSN_(Neuro/Psy),aides,200,182,0.086
2024-06-24,Chirurgie,total,631,577,0.085
2024-06-24,Chirurgie,medecins,87,78,0.088
2024-06-24,Chirurgie,infirmiers,233,216,0.072
2024-06-24,Chirurgie,aides,155,142,0.083
2024-06-24,PRAGUES_(Réa/Pneumo),total,126,113,0.096
2024-06-24,PRAGUES_(Réa/Pneumo),medecins,22,19,0.107
2024-06-24,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.061
2024-06-24,PRAGUES_(Réa/Pneumo),aides,17,15,0.094
2024-06-24,Coeur_Metabolisme,total,454,422,0.071
2024-06-24,Coeur_Metabolisme,medecins,56,51,0.09
2024-06-24,Coeur_Metabolisme,infirmiers,152,140,0.07
2024-06-24,Coeur_Metabolisme,aides,100,90,0.098
2024-06-24,MSN_(Neuro/Psy),total,423,386,0.087
2024-06-24,MSN_(Neuro/Psy),medecins,51,46,0.079
2024-06-24,MSN_(Neuro/Psy),infirmiers,137,124,0.09
2024-06-24,MSN_(Neuro/Psy),aides,91,83,0.086
2024-06-24,Pôle_31_(Infectieux),total,303,278,0.085
2024-06-24,Pôle_31_(Infectieux),medecins,36,32,0.097
2024-06-24,Pôle_31_(Infectieux),infirmiers,96,89,0.076
2024-06-24,Pôle_31_(Infectieux),aides,64,58,0.072
2024-06-24,Urgences_(Passage_court),total,252,233,0.072
2024-06-24,Urgences_(Passage_court),medecins,31,26,0.081
2024-06-24,Urgences_(Passage_court),infirmiers,81,73,0.084
2024-06-24,Urgences_(Passage_court),aides,54,50,0.083
2024-06-24,Gériatrie,total,364,329,0.097
2024-06-24,Gériatrie,medecins,45,40,0.077
2024-06-24,Gériatrie,infirmiers,121,112,0.073
2024-06-24,Gériatrie,aides,81,74,0.082
2024-06-24,ORPHé_(Onco/Hémato),total,672,618,0.08
2024-06-24,ORPHé_(Onco/Hémato),medecins,68,59,0.109
2024-06-24,ORPHé_(Onco/Hémato),infirmiers,195,181,0.071
2024-06-24,ORPHé_(Onco/Hémato),aides,148,135,0.089
2024-06-25,MSN_(Neuro/Psy),total,813,756,0.07
2024-06-25,MSN_(Neuro/Psy),medecins,111,102,0.074
2024-06-25,MSN_(Neuro/Psy),infirmiers,302,276,0.087
2024-06-25,MSN_(Neuro/Psy),aides,200,183,0.082
2024-06-25,Chirurgie,total,631,578,0.082
2024-06-25,Chirurgie,medecins,87,80,0.072
2024-06-25,Chirurgie,infirmiers,233,211,0.095
2024-06-25,Chirurgie,aides,155,139,0.095
2024-06-25,PRAGUES_(Réa/Pneumo),total,126,114,0.081
2024-06-25,PRAGUES_(Réa/Pneumo),medecins,22,20,0.097
2024-06-25,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.08
2024-06-25,PRAGUES_(Réa/Pneumo),aides,17,15,0.092
2024-06-25,Coeur_Metabolisme,total,454,422,0.069
2024-06-25,Coeur_Metabolisme,medecins,56,51,0.088
2024-06-25,Coeur_Metabolisme,infirmiers,152,138,0.082
2024-06-25,Coeur_Metabolisme,aides,100,91,0.084
2024-06-25,MSN_(Neuro/Psy),total,423,385,0.088
2024-06-25,MSN_(Neuro/Psy),medecins,51,45,0.099
2024-06-25,MSN_(Neuro/Psy),infirmiers,137,127,0.066
2024-06-25,MSN_(Neuro/Psy),aides,91,83,0.076
2024-06-25,Pôle_31_(Infectieux),total,303,270,0.105
2024-06-25,Pôle_31_(Infectieux),medecins,36,32,0.099
2024-06-25,Pôle_31_(Infectieux),infirmiers,96,88,0.086
2024-06-25,Pôle_31_(Infectieux),aides,64,57,0.094
2024-06-25,Urgences_(Passage_court),total,252,227,0.098
2024-06-25,Urgences_(Passage_court),medecins,31,26,0.096
2024-06-25,Urgences_(Passage_court),infirmiers,81,73,0.095
2024-06-25,Urgences_(Passage_court),aides,54,50,0.083
2024-06-25,Gériatrie,total,364,332,0.089
2024-06-25,Gériatrie,medecins,45,40,0.092
2024-06-25,Gériatrie,infirmiers,121,111,0.081
2024-06-25,Gériatrie,aides,81,73,0.088
2024-06-25,ORPHé_(Onco/Hémato),total,672,612,0.089
2024-06-25,ORPHé_(Onco/Hémato),medecins,68,61,0.082
2024-06-25,ORPHé_(Onco/Hémato),infirmiers,195,182,0.068
2024-06-25,ORPHé_(Onco/Hémato),aides,148,136,0.081
2024-06-26,MSN_(Neuro/Psy),total,813,746,0.082
2024-06-26,MSN_(Neuro/Psy),medecins,111,99,0.106
2024-06-26,MSN_(Neuro/Psy),infirmiers,302,276,0.087
2024-06-26,MSN_(Neuro/Psy),aides,200,180,0.099
2024-06-26,Chirurgie,total,631,572,0.092
2024-06-26,Chirurgie,medecins,87,78,0.088
2024-06-26,Chirurgie,infirmiers,233,210,0.097
2024-06-26,Chirurgie,aides,155,142,0.08
2024-06-26,PRAGUES_(Réa/Pneumo),total,126,114,0.089
2024-06-26,PRAGUES_(Réa/Pneumo),medecins,22,20,0.094
2024-06-26,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.076
2024-06-26,PRAGUES_(Réa/Pneumo),aides,17,15,0.083
2024-06-26,Coeur_Metabolisme,total,454,412,0.091
2024-06-26,Coeur_Metabolisme,medecins,56,51,0.099
2024-06-26,Coeur_Metabolisme,infirmiers,152,138,0.082
2024-06-26,Coeur_Metabolisme,aides,100,92,0.076
2024-06-26,MSN_(Neuro/Psy),total,423,387,0.083
2024-06-26,MSN_(Neuro/Psy),medecins,51,46,0.071
2024-06-26,MSN_(Neuro/Psy),infirmiers,137,125,0.082
2024-06-26,MSN_(Neuro/Psy),aides,91,85,0.063
2024-06-26,Pôle_31_(Infectieux),total,303,270,0.107
2024-06-26,Pôle_31_(Infectieux),medecins,36,33,0.085
2024-06-26,Pôle_31_(Infectieux),infirmiers,96,88,0.083
2024-06-26,Pôle_31_(Infectieux),aides,64,58,0.079
2024-06-26,Urgences_(Passage_court),total,252,230,0.087
2024-06-26,Urgences_(Passage_court),medecins,31,26,0.105
2024-06-26,Urgences_(Passage_court),infirmiers,81,74,0.077
2024-06-26,Urgences_(Passage_court),aides,54,49,0.086
2024-06-26,Gériatrie,total,364,332,0.087
2024-06-26,Gériatrie,medecins,45,40,0.076
2024-06-26,Gériatrie,infirmiers,121,111,0.078
2024-06-26,Gériatrie,aides,81,75,0.062
2024-06-26,ORPHé_(Onco/Hémato),total,672,610,0.093
2024-06-26,ORPHé_(Onco/Hémato),medecins,68,60,0.091
2024-06-26,ORPHé_(Onco/Hémato),infirmiers,195,177,0.088
2024-06-26,ORPHé_(Onco/Hémato),aides,148,136,0.083
2024-06-27,MSN_(Neuro/Psy),total,813,757,0.068
2024-06-27,MSN_(Neuro/Psy),medecins,111,101,0.088
2024-06-27,MSN_(Neuro/Psy),infirmiers,302,280,0.071
2024-06-27,MSN_(Neuro/Psy),aides,200,183,0.084
2024-06-27,Chirurgie,total,631,579,0.081
2024-06-27,Chirurgie,medecins,87,80,0.068
2024-06-27,Chirurgie,infirmiers,233,216,0.076
2024-06-27,Chirurgie,aides,155,143,0.077
2024-06-27,PRAGUES_(Réa/Pneumo),total,126,116,0.073
2024-06-27,PRAGUES_(Réa/Pneumo),medecins,22,20,0.093
2024-06-27,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.072
2024-06-27,PRAGUES_(Réa/Pneumo),aides,17,15,0.08
2024-06-27,Coeur_Metabolisme,total,454,409,0.098
2024-06-27,Coeur_Metabolisme,medecins,56,51,0.093
2024-06-27,Coeur_Metabolisme,infirmiers,152,138,0.085
2024-06-27,Coeur_Metabolisme,aides,100,92,0.077
2024-06-27,MSN_(Neuro/Psy),total,423,390,0.076
2024-06-27,MSN_(Neuro/Psy),medecins,51,45,0.092
2024-06-27,MSN_(Neuro/Psy),infirmiers,137,125,0.09
2024-06-27,MSN_(Neuro/Psy),aides,91,82,0.088
2024-06-27,Pôle_31_(Infectieux),total,303,278,0.082
2024-06-27,Pôle_31_(Infectieux),medecins,36,33,0.065
2024-06-27,Pôle_31_(Infectieux),infirmiers,96,88,0.085
2024-06-27,Pôle_31_(Infectieux),aides,64,57,0.1
2024-06-27,Urgences_(Passage_court),total,252,228,0.095
2024-06-27,Urgences_(Passage_court),medecins,31,26,0.098
2024-06-27,Urgences_(Passage_court),infirmiers,81,74,0.081
2024-06-27,Urgences_(Passage_court),aides,54,49,0.091
2024-06-27,Gériatrie,total,364,329,0.096
2024-06-27,Gériatrie,medecins,45,41,0.073
2024-06-27,Gériatrie,infirmiers,121,110,0.086
2024-06-27,Gériatrie,aides,81,74,0.078
2024-06-27,ORPHé_(Onco/Hémato),total,672,612,0.089
2024-06-27,ORPHé_(Onco/Hémato),medecins,68,61,0.082
2024-06-27,ORPHé_(Onco/Hémato),infirmiers,195,180,0.078
2024-06-27,ORPHé_(Onco/Hémato),aides,148,137,0.071
2024-06-28,MSN_(Neuro/Psy),total,813,749,0.078
2024-06-28,MSN_(Neuro/Psy),medecins,111,104,0.068
2024-06-28,MSN_(Neuro/Psy),infirmiers,302,278,0.082
2024-06-28,MSN_(Neuro/Psy),aides,200,181,0.091
2024-06-28,Chirurgie,total,631,582,0.076
2024-06-28,Chirurgie,medecins,87,76,0.106
2024-06-28,Chirurgie,infirmiers,233,210,0.101
2024-06-28,Chirurgie,aides,155,143,0.077
2024-06-28,PRAGUES_(Réa/Pneumo),total,126,114,0.084
2024-06-28,PRAGUES_(Réa/Pneumo),medecins,22,20,0.072
2024-06-28,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.082
2024-06-28,PRAGUES_(Réa/Pneumo),aides,17,16,0.064
2024-06-28,Coeur_Metabolisme,total,454,416,0.084
2024-06-28,Coeur_Metabolisme,medecins,56,51,0.091
2024-06-28,Coeur_Metabolisme,infirmiers,152,139,0.081
2024-06-28,Coeur_Metabolisme,aides,100,90,0.097
2024-06-28,MSN_(Neuro/Psy),total,423,385,0.088
2024-06-28,MSN_(Neuro/Psy),medecins,51,46,0.075
2024-06-28,MSN_(Neuro/Psy),infirmiers,137,125,0.088
2024-06-28,MSN_(Neuro/Psy),aides,91,82,0.094
2024-06-28,Pôle_31_(Infectieux),total,303,270,0.107
2024-06-28,Pôle_31_(Infectieux),medecins,36,33,0.083
2024-06-28,Pôle_31_(Infectieux),infirmiers,96,89,0.079
2024-06-28,Pôle_31_(Infectieux),aides,64,58,0.084
2024-06-28,Urgences_(Passage_court),total,252,227,0.102
2024-06-28,Urgences_(Passage_court),medecins,31,26,0.082
